region,tile_id,mae_lr,mae_sr,mae_gt_raster,refused_lr,refused_sr,refused_gt_raster,gt_forest,gt_agriculture,gt_urban,gt_water,gt_bare_soil,lr_forest,sr_forest,lr_agriculture,sr_agriculture,lr_urban,sr_urban,lr_water,sr_water,lr_bare_soil,sr_bare_soil,mae_lr_forest,mae_sr_forest,mae_lr_agriculture,mae_sr_agriculture,mae_lr_urban,mae_sr_urban,mae_lr_water,mae_sr_water,mae_lr_bare_soil,mae_sr_bare_soil
R1,tile_0312,19.146,,14.925999999999998,False,True,False,27.14,0.0,0.0,18.05,54.82,75.0,,0.0,,0.0,,0.0,,25.0,,47.86,,0.0,,0.0,,18.05,,29.82,
R1,tile_0313,24.906,18.906,18.906,False,False,False,27.73,0.0,0.0,10.53,61.73,80.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,52.27,47.27,0.0,0.0,0.0,0.0,10.53,0.5299999999999994,61.73,46.73
R1,tile_0314,22.176,12.176,12.176,False,False,False,19.56,0.0,0.0,1.83,78.61,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,55.44,30.44,0.0,0.0,0.0,0.0,1.83,1.83,53.61,28.61
R1,tile_0315,25.45,19.45,9.45,False,False,False,26.38,0.0,0.0,15.9,57.73,80.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,53.620000000000005,48.620000000000005,0.0,0.0,0.0,0.0,15.9,5.9,57.73,42.73
R1,tile_0316,11.52,11.52,11.52,False,False,False,46.2,0.0,0.0,20.44,33.36,75.0,75.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,10.0,28.8,28.8,0.0,0.0,0.0,0.0,20.44,5.440000000000001,8.36,23.36
R1,tile_0317,23.514000000000003,13.514,13.514,False,False,False,24.13,0.0,0.0,58.78,17.08,50.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,25.87,25.87,0.0,0.0,0.0,0.0,58.78,33.78,32.92,7.920000000000002
R1,tile_0318,28.176,21.4,18.176,False,False,False,19.0,0.0,0.0,70.44,10.56,50.0,50.0,0.0,25.0,0.0,0.0,0.0,25.0,50.0,5.0,31.0,31.0,0.0,25.0,0.0,0.0,70.44,45.44,39.44,5.5600000000000005
R1,tile_0319,35.756,,27.756,False,True,False,4.84,0.0,0.0,94.39,0.77,50.0,,20.0,,5.0,,5.0,,20.0,,45.16,,20.0,,5.0,,89.39,,19.23,
R1,tile_0320,35.576,35.576,25.576,False,False,False,11.06,0.0,0.0,88.94,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,38.94,38.94,0.0,0.0,0.0,0.0,88.94,88.94,50.0,50.0
R1,tile_0321,20.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,20.0,10.0,5.0,5.0,5.0,10.0,20.0,25.0,50.0,50.0,20.0,10.0,5.0,5.0,5.0,10.0,20.0,25.0
R1,tile_0322,,20.0,20.0,True,False,False,0.0,0.0,0.0,0.0,0.0,,40.0,,60.0,,0.0,,0.0,,0.0,,40.0,,60.0,,0.0,,0.0,,0.0
R1,tile_0323,20.0,19.0,19.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,30.0,0.0,5.0,0.0,5.0,50.0,5.0,50.0,50.0,0.0,30.0,0.0,5.0,0.0,5.0,50.0,5.0
R1,tile_0324,19.0,20.0,22.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,60.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,0.0,50.0,60.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,0.0
R1,tile_0325,25.148000000000003,26.148000000000003,24.148000000000003,False,False,False,4.63,95.37,0.0,0.0,0.0,50.0,50.0,30.0,30.0,5.0,5.0,5.0,10.0,5.0,5.0,45.37,45.37,65.37,65.37,5.0,5.0,5.0,10.0,5.0,5.0
R1,tile_0326,25.0,28.0,18.0,False,False,False,0.0,69.64,0.0,0.0,30.36,50.0,60.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,0.0,50.0,60.0,39.64,39.64,5.0,5.0,5.0,5.0,25.36,30.36
R1,tile_0327,28.0,30.0,39.0,False,False,False,0.0,0.0,0.0,0.0,100.0,60.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,60.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0,70.0,75.0
R1,tile_0328,30.0,24.0,20.0,False,False,False,0.0,0.0,0.0,0.0,100.0,75.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,75.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,60.0
R1,tile_0329,29.852,28.296,18.296,False,False,False,4.26,0.0,0.0,1.11,94.63,50.0,75.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,25.0,45.74,70.74,20.0,0.0,5.0,0.0,8.89,1.11,69.63,69.63
R1,tile_0330,15.938,15.938,8.506,False,False,False,35.16,4.54,0.0,18.58,41.73,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,39.84,39.84,4.54,4.54,0.0,0.0,18.58,8.579999999999998,16.729999999999997,26.73
R1,tile_0331,25.382,25.382,15.382,False,False,False,11.54,0.0,0.0,1.99,86.46,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,63.46,63.46,0.0,0.0,0.0,0.0,1.99,1.99,61.46,61.46
R1,tile_0332,32.760000000000005,16.76,16.76,False,False,False,8.1,0.0,0.0,0.0,91.9,80.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,71.9,41.9,0.0,0.0,0.0,0.0,0.0,0.0,91.9,41.900000000000006
R1,tile_0333,35.648,19.648000000000003,19.648000000000003,False,False,False,0.88,0.0,0.0,0.0,99.12,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,50.0,59.12,49.12,20.0,0.0,5.0,0.0,5.0,0.0,89.12,49.120000000000005
R1,tile_0334,20.772,20.38,11.936000000000002,False,False,False,23.07,27.09,0.0,23.86,25.98,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,51.93,26.93,27.09,27.09,0.0,0.0,23.86,23.86,0.9800000000000004,24.02
R1,tile_0335,27.626,19.39,19.39,False,False,False,1.53,9.41,0.0,0.0,89.07,50.0,50.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,50.0,48.47,48.47,10.59,9.41,5.0,0.0,10.0,0.0,64.07,39.06999999999999
R1,tile_0336,27.572000000000003,25.808,22.208,False,False,False,6.07,0.0,0.0,9.41,84.52,75.0,60.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,20.0,68.93,53.93,0.0,0.0,0.0,0.0,9.41,10.59,59.52,64.52
R1,tile_0337,23.19,14.298000000000002,15.189999999999998,False,False,False,17.03,12.13,0.14,22.23,48.48,75.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,57.97,32.97,12.13,12.13,0.14,0.14,22.23,2.77,23.48,23.48
R1,tile_0338,13.644,8.644000000000002,11.644000000000002,False,False,False,27.2,23.32,35.15,10.64,3.69,60.0,50.0,10.0,10.0,20.0,30.0,10.0,10.0,10.0,5.0,32.8,22.8,13.32,13.32,15.15,5.149999999999999,0.6400000000000006,0.6400000000000006,6.3100000000000005,1.31
R1,tile_0339,8.912,10.912,12.0,False,False,False,52.72,21.08,0.0,0.0,26.2,75.0,60.0,0.0,10.0,0.0,10.0,0.0,10.0,25.0,10.0,22.28,7.280000000000001,21.08,11.079999999999998,0.0,10.0,0.0,10.0,1.1999999999999993,16.2
R1,tile_0340,18.738,12.157999999999998,12.157999999999998,False,False,False,19.61,13.55,0.0,0.0,66.85,50.0,50.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,50.0,30.39,30.39,6.449999999999999,13.55,5.0,0.0,10.0,0.0,41.85,16.849999999999994
R1,tile_0341,31.528,19.528,31.528,False,False,False,1.18,0.0,0.0,0.0,98.82,50.0,50.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,50.0,48.82,48.82,20.0,0.0,5.0,0.0,10.0,0.0,73.82,48.81999999999999
R1,tile_0342,26.816000000000003,26.816000000000003,16.816,False,False,False,7.96,0.01,0.0,1.42,90.61,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,67.04,67.04,0.01,0.01,0.0,0.0,1.42,1.42,65.61,65.61
R1,tile_0343,24.064,16.672000000000004,16.672000000000004,False,False,False,11.19,40.53,0.0,19.63,28.65,50.0,50.0,0.0,25.0,0.0,0.0,0.0,25.0,50.0,5.0,38.81,38.81,40.53,15.53,0.0,0.0,19.63,5.370000000000001,21.35,23.65
R1,tile_0344,20.0,22.0,21.0,False,False,False,0.0,0.0,0.0,0.0,0.0,75.0,60.0,0.0,20.0,0.0,5.0,0.0,10.0,25.0,15.0,75.0,60.0,0.0,20.0,0.0,5.0,0.0,10.0,25.0,15.0
R1,tile_0345,21.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,40.0,25.0,60.0,5.0,0.0,5.0,0.0,20.0,0.0,50.0,40.0,25.0,60.0,5.0,0.0,5.0,0.0,20.0,0.0
R1,tile_0346,20.0,,20.0,False,True,False,0.0,0.0,0.0,0.0,0.0,50.0,,20.0,,5.0,,5.0,,20.0,,50.0,,20.0,,5.0,,5.0,,20.0,
R1,tile_0347,19.0,19.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,50.0,50.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0
R1,tile_0348,28.0,30.0,27.0,False,False,False,0.0,100.0,0.0,0.0,0.0,40.0,75.0,20.0,25.0,5.0,0.0,10.0,0.0,5.0,0.0,40.0,75.0,80.0,75.0,5.0,0.0,10.0,0.0,5.0,0.0
R1,tile_0349,31.788,26.788,17.788,False,False,False,0.0,99.47,0.0,0.0,0.53,50.0,50.0,20.0,30.0,5.0,5.0,5.0,5.0,20.0,5.0,50.0,50.0,79.47,69.47,5.0,5.0,5.0,5.0,19.47,4.47
R1,tile_0350,20.0,30.0,22.372000000000003,False,False,False,0.0,19.07,0.0,0.0,80.93,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,50.0,75.0,19.07,19.07,0.0,0.0,0.0,0.0,30.930000000000007,55.93000000000001
R1,tile_0351,14.185999999999998,26.526,20.926,False,False,False,14.54,0.0,0.0,4.15,81.32,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,35.46,60.46,0.0,0.0,0.0,0.0,4.15,5.85,31.319999999999997,66.32
R1,tile_0352,14.034,13.926000000000002,8.806000000000001,False,False,False,40.18,17.28,0.0,17.8,24.73,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,34.82,34.82,17.28,17.28,0.0,0.0,17.8,7.800000000000001,0.2699999999999996,9.73
R1,tile_0353,36.166,36.166,13.342,False,False,False,6.64,90.27,0.0,0.14,2.94,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,68.36,43.36,90.27,90.27,0.0,0.0,0.14,0.14,22.06,47.06
R1,tile_0354,22.880000000000003,14.88,17.112000000000002,False,False,False,12.8,24.42,0.0,0.0,62.78,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,50.0,47.2,37.2,4.420000000000002,24.42,5.0,0.0,5.0,0.0,52.78,12.78
R1,tile_0355,27.868,11.904,11.904,False,False,False,20.24,0.0,0.0,0.09,79.67,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,50.0,39.760000000000005,29.76,20.0,0.0,5.0,0.0,4.91,0.09,69.67,29.67
R1,tile_0356,25.764,16.163999999999998,19.764,False,False,False,10.59,23.79,0.0,25.27,40.35,75.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,28.0,64.41,39.41,23.79,23.79,0.0,0.0,25.27,5.27,15.35,12.35
R1,tile_0357,25.888,24.892000000000003,16.892000000000003,False,False,False,10.28,38.95,0.0,7.49,43.28,75.0,60.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,20.0,64.72,49.72,38.95,38.95,0.0,0.0,7.49,12.51,18.28,23.28
R1,tile_0358,28.8,20.0,20.0,False,False,False,0.0,8.0,0.0,0.0,92.0,50.0,50.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,50.0,50.0,50.0,12.0,8.0,5.0,0.0,10.0,0.0,67.0,42.0
R1,tile_0359,25.78,29.78,19.78,False,False,False,10.55,27.03,0.0,0.0,62.42,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,64.45,64.45,27.03,27.03,0.0,0.0,0.0,10.0,37.42,47.42
R1,tile_0360,27.614,21.814,13.566,False,False,False,30.7,63.92,3.73,1.39,0.27,50.0,69.0,0.0,10.0,0.0,0.0,0.0,1.0,50.0,13.0,19.3,38.3,63.92,53.92,3.73,3.73,1.39,0.3899999999999999,49.73,12.73
R1,tile_0361,26.40600000000001,26.154,24.154,False,False,False,23.98,63.3,12.08,0.61,0.02,80.0,60.0,0.0,10.0,0.0,5.0,0.0,10.0,0.0,25.0,56.02,36.02,63.3,53.3,12.08,7.08,0.61,9.39,0.02,24.98
R1,tile_0362,20.264,14.264,17.351999999999997,False,False,False,44.87,50.66,0.0,4.25,0.22,50.0,50.0,0.0,20.0,0.0,5.0,25.0,10.0,25.0,25.0,5.130000000000003,5.130000000000003,50.66,30.66,0.0,5.0,20.75,5.75,24.78,24.78
R1,tile_0363,23.84,17.84,7.840000000000001,False,False,False,30.4,30.3,0.0,0.0,39.3,80.0,75.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,49.6,44.6,30.3,20.3,0.0,0.0,0.0,0.0,39.3,24.3
R1,tile_0364,20.0,30.0,20.0,False,False,False,0.0,9.84,0.0,0.0,90.16,50.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,50.0,75.0,9.84,9.84,0.0,0.0,0.0,0.0,40.16,65.16
R1,tile_0365,22.612,27.612,23.612,False,False,False,3.47,67.29,0.0,0.0,29.24,50.0,50.0,20.0,25.0,5.0,0.0,5.0,25.0,20.0,5.0,46.53,46.53,47.290000000000006,42.290000000000006,5.0,0.0,5.0,25.0,9.239999999999998,24.24
R1,tile_0366,39.52,19.52,17.52,False,False,False,1.2,98.8,0.0,0.0,0.0,50.0,30.0,0.0,50.0,0.0,0.0,0.0,10.0,50.0,10.0,48.8,28.8,98.8,48.8,0.0,0.0,0.0,10.0,50.0,10.0
R1,tile_0367,20.0,20.0,21.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,30.0,5.0,5.0,10.0,10.0,5.0,5.0,50.0,50.0,30.0,30.0,5.0,5.0,10.0,10.0,5.0,5.0
R1,tile_0368,19.0,21.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,50.0,5.0,0.0,5.0,0.0,5.0,5.0,50.0,50.0,30.0,50.0,5.0,0.0,5.0,0.0,5.0,5.0
R1,tile_0369,22.0,18.0,22.0,False,False,False,0.0,0.0,0.0,0.0,0.0,20.0,20.0,50.0,50.0,5.0,0.0,10.0,0.0,25.0,20.0,20.0,20.0,50.0,50.0,5.0,0.0,10.0,0.0,25.0,20.0
R1,tile_0370,19.6,20.0,19.0,False,False,False,0.0,0.0,0.0,0.0,0.0,20.0,20.0,50.0,50.0,0.0,10.0,0.0,10.0,28.0,10.0,20.0,20.0,50.0,50.0,0.0,10.0,0.0,10.0,28.0,10.0
R1,tile_0371,32.0,20.0,20.0,False,False,False,0.0,100.0,0.0,0.0,0.0,50.0,20.0,20.0,50.0,5.0,0.0,5.0,10.0,20.0,20.0,50.0,20.0,80.0,50.0,5.0,0.0,5.0,10.0,20.0,20.0
R1,tile_0372,18.0,27.0,16.0,False,False,False,0.0,100.0,0.0,0.0,0.0,20.0,50.0,50.0,30.0,0.0,5.0,0.0,5.0,20.0,5.0,20.0,50.0,50.0,70.0,0.0,5.0,0.0,5.0,20.0,5.0
R1,tile_0373,30.244,20.14,19.456,False,False,False,9.65,68.9,0.0,6.71,14.74,50.0,60.0,0.0,30.0,0.0,5.0,0.0,5.0,50.0,10.0,40.35,50.35,68.9,38.900000000000006,0.0,5.0,6.71,1.71,35.26,4.74
R1,tile_0374,19.92,16.296,9.1,False,False,False,34.26,34.31,0.0,15.49,15.94,50.0,75.0,0.0,10.0,0.0,0.0,0.0,10.0,50.0,5.0,15.740000000000002,40.74,34.31,24.31,0.0,0.0,15.49,5.49,34.06,10.94
R1,tile_0375,33.912,26.476,22.476,False,False,False,6.31,84.78,0.0,0.0,8.91,75.0,50.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,5.0,68.69,43.69,84.78,59.78,0.0,0.0,0.0,25.0,16.09,3.91
R1,tile_0376,19.14,33.14,19.14,False,False,False,2.15,36.59,0.0,0.0,61.26,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,47.85,72.85,36.59,36.59,0.0,0.0,0.0,10.0,11.259999999999998,46.26
R1,tile_0377,16.637999999999998,6.638000000000001,6.638000000000001,False,False,False,33.41,0.07,0.0,0.0,66.53,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,41.59,16.590000000000003,0.07,0.07,0.0,0.0,0.0,0.0,41.53,16.53
R1,tile_0378,16.778,16.778,9.618,False,False,False,33.05,3.53,0.0,17.9,45.51,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,15.0,41.95,41.95,3.53,3.53,0.0,0.0,17.9,7.899999999999999,20.51,30.51
R1,tile_0379,29.998,26.630000000000003,23.630000000000003,False,False,False,0.0,50.99,0.0,5.92,43.08,75.0,50.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,5.0,75.0,50.0,50.99,25.99,0.0,0.0,5.92,19.08,18.08,38.08
R1,tile_0380,36.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,100.0,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,50.0,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,90.0,50.0
R1,tile_0381,36.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,100.0,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,50.0,60.0,50.0,20.0,0.0,5.0,0.0,5.0,0.0,90.0,50.0
R1,tile_0382,16.733999999999998,16.733999999999998,6.734,False,False,False,33.17,5.87,0.0,0.25,60.72,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,41.83,41.83,5.87,5.87,0.0,0.0,0.25,0.25,35.72,35.72
R1,tile_0383,32.996,29.032000000000004,28.032,False,False,False,16.65,77.58,0.0,4.91,0.86,75.0,75.0,0.0,10.0,0.0,0.0,0.0,10.0,25.0,15.0,58.35,58.35,77.58,67.58,0.0,0.0,4.91,5.09,24.14,14.14
R1,tile_0384,23.912,31.912,31.912,False,False,False,20.22,79.78,0.0,0.0,0.0,60.0,75.0,20.0,0.0,5.0,0.0,5.0,0.0,10.0,25.0,39.78,54.78,59.78,79.78,5.0,0.0,5.0,0.0,10.0,25.0
R1,tile_0385,23.076,23.076,22.896,False,False,False,42.31,57.24,0.0,0.45,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,32.69,32.69,57.24,57.24,0.0,0.0,0.45,0.45,25.0,25.0
R1,tile_0386,22.844,10.844,12.844,False,False,False,42.89,57.11,0.0,0.0,0.0,50.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,50.0,20.0,7.109999999999999,7.109999999999999,57.11,27.11,0.0,0.0,0.0,0.0,50.0,20.0
R1,tile_0387,30.576,18.576,25.576,False,False,False,3.56,96.44,0.0,0.0,0.0,50.0,30.0,20.0,50.0,5.0,0.0,5.0,0.0,20.0,20.0,46.44,26.44,76.44,46.44,5.0,0.0,5.0,0.0,20.0,20.0
R1,tile_0388,18.0,18.0,20.0,False,False,False,0.0,100.0,0.0,0.0,0.0,20.0,20.0,50.0,50.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,50.0,50.0,0.0,0.0,0.0,0.0,20.0,20.0
R1,tile_0389,32.0,18.0,20.0,False,False,False,0.0,100.0,0.0,0.0,0.0,40.0,20.0,20.0,50.0,5.0,0.0,10.0,0.0,25.0,20.0,40.0,20.0,80.0,50.0,5.0,0.0,10.0,0.0,25.0,20.0
R1,tile_0390,19.6,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,20.0,50.0,50.0,30.0,0.0,5.0,0.0,10.0,28.0,5.0,20.0,50.0,50.0,30.0,0.0,5.0,0.0,10.0,28.0,5.0
R1,tile_0391,21.0,21.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,25.0,50.0,5.0,0.0,5.0,0.0,20.0,5.0,50.0,50.0,25.0,50.0,5.0,0.0,5.0,0.0,20.0,5.0
R1,tile_0392,20.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,50.0,0.0,0.0,0.0,10.0,50.0,20.0,50.0,20.0,0.0,50.0,0.0,0.0,0.0,10.0,50.0,20.0
R1,tile_0393,20.0,18.0,22.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,40.0,0.0,30.0,0.0,5.0,0.0,10.0,50.0,5.0,50.0,40.0,0.0,30.0,0.0,5.0,0.0,10.0,50.0,5.0
R1,tile_0394,,20.0,27.0,True,False,False,0.0,100.0,0.0,0.0,0.0,,20.0,,50.0,,0.0,,10.0,,20.0,,20.0,,50.0,,0.0,,10.0,,20.0
R1,tile_0395,22.432,16.907999999999998,16.907999999999998,False,False,False,18.92,72.27,0.0,8.81,0.0,50.0,50.0,20.0,30.0,5.0,0.0,5.0,10.0,20.0,10.0,31.08,31.08,52.27,42.27,5.0,0.0,3.810000000000001,1.1899999999999995,20.0,10.0
R1,tile_0396,21.728,13.728000000000003,15.728000000000003,False,False,False,20.68,66.76,0.0,12.56,0.0,50.0,40.0,25.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,29.32,19.32,41.760000000000005,36.760000000000005,0.0,5.0,12.56,2.5600000000000005,25.0,5.0
R1,tile_0397,22.0,18.0,16.0,False,False,False,0.0,100.0,0.0,0.0,0.0,20.0,20.0,50.0,50.0,5.0,0.0,10.0,0.0,25.0,20.0,20.0,20.0,50.0,50.0,5.0,0.0,10.0,0.0,25.0,20.0
R1,tile_0398,20.0,16.0,16.0,False,False,False,0.0,100.0,0.0,0.0,0.0,20.0,20.0,50.0,60.0,5.0,0.0,20.0,0.0,5.0,20.0,20.0,20.0,50.0,40.0,5.0,0.0,20.0,0.0,5.0,20.0
R1,tile_0399,35.4,16.0,22.0,False,False,False,0.0,100.0,0.0,0.0,0.0,20.0,20.0,10.0,60.0,5.0,0.0,5.0,0.0,57.0,20.0,20.0,20.0,90.0,40.0,5.0,0.0,5.0,0.0,57.0,20.0
R1,tile_0400,14.096,20.096,14.096,False,False,False,19.76,44.77,0.0,11.52,23.95,50.0,75.0,20.0,10.0,5.0,0.0,5.0,10.0,20.0,15.0,30.24,55.24,24.770000000000003,34.77,5.0,0.0,6.52,1.5199999999999996,3.9499999999999993,8.95
R1,tile_0401,30.6,26.6,16.503999999999998,False,False,False,8.74,50.12,0.0,26.38,14.76,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,41.26,66.26,50.12,50.12,0.0,0.0,26.38,16.38,35.24,0.2400000000000002
R1,tile_0402,20.436,26.44,23.04,False,False,False,4.9,51.09,0.0,0.0,44.01,50.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,28.0,45.1,45.1,51.09,51.09,0.0,0.0,0.0,20.0,5.990000000000002,16.009999999999998
R1,tile_0403,30.0,30.0,26.0,False,False,False,0.0,0.0,0.0,0.0,100.0,40.0,75.0,20.0,0.0,5.0,0.0,10.0,0.0,25.0,25.0,40.0,75.0,20.0,0.0,5.0,0.0,10.0,0.0,75.0,75.0
R1,tile_0404,21.0,20.0,32.0,False,False,False,0.0,0.0,0.0,0.0,100.0,20.0,50.0,10.0,0.0,5.0,0.0,20.0,0.0,50.0,50.0,20.0,50.0,10.0,0.0,5.0,0.0,20.0,0.0,50.0,50.0
R1,tile_0405,22.58,24.872,14.872,False,False,False,12.82,10.73,0.0,0.0,76.45,50.0,75.0,20.0,0.0,5.0,0.0,5.0,0.0,20.0,25.0,37.18,62.18,9.27,10.73,5.0,0.0,5.0,0.0,56.45,51.45
R1,tile_0406,11.858,18.858,14.858,False,False,False,35.23,62.14,0.0,2.08,0.54,50.0,50.0,30.0,20.0,5.0,5.0,5.0,10.0,5.0,25.0,14.770000000000003,14.770000000000003,32.14,42.14,5.0,5.0,2.92,7.92,4.46,24.46
R1,tile_0407,21.252,27.252,23.252,False,False,False,31.44,68.13,0.0,0.43,0.0,50.0,75.0,20.0,0.0,5.0,0.0,10.0,10.0,25.0,15.0,18.56,43.56,48.13,68.13,5.0,0.0,9.57,9.57,25.0,15.0
R1,tile_0408,12.830000000000002,18.83,22.326,False,False,False,42.92,55.81,0.0,1.26,0.0,50.0,75.0,25.0,10.0,0.0,0.0,0.0,0.0,25.0,15.0,7.079999999999998,32.08,30.81,45.81,0.0,0.0,1.26,1.26,25.0,15.0
R1,tile_0409,21.48,15.48,19.48,False,False,False,1.3,98.7,0.0,0.0,0.0,20.0,20.0,50.0,60.0,5.0,0.0,10.0,0.0,25.0,20.0,18.7,18.7,48.7,38.7,5.0,0.0,10.0,0.0,25.0,20.0
R1,tile_0410,18.0,16.0,20.0,False,False,False,0.0,100.0,0.0,0.0,0.0,20.0,20.0,50.0,60.0,0.0,5.0,0.0,5.0,20.0,10.0,20.0,20.0,50.0,40.0,0.0,5.0,0.0,5.0,20.0,10.0
R1,tile_0411,14.907999999999998,16.907999999999998,16.907999999999998,False,False,False,7.73,92.27,0.0,0.0,0.0,20.0,30.0,50.0,50.0,0.0,0.0,0.0,0.0,20.0,20.0,12.27,22.27,42.27,42.27,0.0,0.0,0.0,0.0,20.0,20.0
R1,tile_0412,26.204,21.204,21.204,False,False,False,14.49,85.51,0.0,0.0,0.0,40.0,50.0,20.0,30.0,5.0,5.0,10.0,5.0,25.0,5.0,25.51,35.51,65.51,55.510000000000005,5.0,5.0,10.0,5.0,25.0,5.0
R1,tile_0413,20.0,22.0,18.0,False,False,False,0.0,0.0,0.0,0.0,0.0,20.0,60.0,30.0,20.0,5.0,5.0,20.0,10.0,25.0,15.0,20.0,60.0,30.0,20.0,5.0,5.0,20.0,10.0,25.0,15.0
R1,tile_0414,19.0,20.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,30.0,5.0,5.0,5.0,10.0,5.0,5.0,50.0,50.0,30.0,30.0,5.0,5.0,5.0,10.0,5.0,5.0
R1,tile_0415,19.0,21.0,16.0,False,False,False,0.0,0.0,0.0,0.0,0.0,40.0,50.0,20.0,20.0,5.0,5.0,20.0,25.0,10.0,5.0,40.0,50.0,20.0,20.0,5.0,5.0,20.0,25.0,10.0,5.0
R1,tile_0416,18.0,18.0,20.0,False,False,False,0.0,0.0,0.0,0.0,0.0,20.0,20.0,50.0,50.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,50.0,50.0,0.0,0.0,0.0,0.0,20.0,20.0
