tile_id,classe,caption_lr,caption_sr,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
tile_0540,vegetacao cultivada,"The image shows a mix of land cover types, including a large area of grassland, some trees, and a few buildings.","The image shows a mix of land cover types, including trees, fields, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0541,vegetacao cultivada,The image shows a field of green grass and some trees in the center.,"The image shows a remote sensing scene with a mix of land cover types, including a building, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0542,vegetacao cultivada,"The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a building.","The image shows a mix of land cover types, including trees, roads, and a single building.",0.0,0,0.0,0.0,0.0,0.0
tile_0543,massa dagua,"The image shows a remote sensing scene with a mix of land cover types, including trees, shrubs, and grass.","The image shows a remote sensing scene with a mix of land cover types, including trees, a road, and a body of water.",0.0,0,0.0,0.0,0.0,0.0
tile_0544,area edificada,"The image shows a mix of land cover types, including baseball fields, trees, and a roundabout.","The image shows a mix of land cover types, including trees, buildings, and a golf field.",0.0,0,0.0,0.0,0.0,0.0
tile_0545,floresta,"The image shows a mix of land cover types, including buildings, trees, and a golf field.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0546,campo,"The image shows a mix of land cover types, including trees, shrubs, and grass, with some buildings and trees located at the top left corner.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0547,terreno exposto,"The image shows a mix of land cover types, including baseball fields, buildings, trees, and a road.","The image shows a mix of land cover types, including buildings, trees, and a soccer field.",0.0,0,0.0,0.0,0.0,0.0
tile_0548,area edificada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a road.",0.0,0,0.0,0.0,0.0,0.0
tile_0549,area edificada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including trees, buildings, and a bridge.",0.0,0,0.0,0.0,0.0,0.0
tile_0550,area edificada,"The image shows a mix of land cover types, including trees, buildings, and a road.","The image shows a mix of land cover types, including buildings, trees, and a road.",0.0,0,0.0,0.0,0.0,0.0
